BIN
524108
524255
467450
414763
511098
431178
356580
421378
477787
514914
515713
523953
418230
405865
438045
559979
428430
467892
524248
524106
431195
547185
447757
480681
470538
402310
499875
437722
552000
542802
524132
463781
457411
544135
428368
472635
552003
465887
466726
559995
356733
621700
416205
428440
522831
450307
406376
442355
457960
515721
460199
421333
552197
468236
487023
480095
356738
543375
439237
461997
524122
524170
480092
376357
456313
480097
518055
469656
514869
498730
552199
356651
456318
463670
540829
479118
552046
356588
558827
517478
356963
356730
474832
356703
621020
558866
358761
543790
524115
512211
400355
472091
457977
515711
498746
457962
400361
456319
552058
456301
434675
452384
522232
524256
402987
480096
403850
514899
400353
430451
356352
400201
539231
459580
543034
461158
526122
438582
356558
512308
480094
557824
461160
463789
356537
524131
356753
546616
457378
548671
523973
543374
464961
521129
543372
483138
484813
457961
523976
480620
456311
524196
463212
545975
356737
552235
511846
356618
480271
498713
486375
540805
559569
469587
543383
542462
543373
625040
623107
543941
467932
448709
550915
492496
356715
515716
405650
405058
552049
524516
554660
448710
356712
356969
469521
479590
541510
356812
400357
524229
436314
400359
480093
461776
437721
425898
402752
552033
452385
556048
481815
543121
457952
540804
489047
469553
545305
552129
523646
410492
546696
461998
356583
622848
524095
515522
454889
414720
529757
356657
436540
356568
356663
514861
455053
549409
409796
436387
416289
542463
468235
540945
356052
440066
622663
445471
356670
457966
472634
524264
524268
514884
545278
356552
624478
515352
545202
471237
517951
436541
468828
533360
515699
552166
558852
497401
405059
625907
356553
539657
524689
490707
451445
356455
452552
448138
545668
544936
621771
480090
491073
542367
377900
357701
437752
522848
406579
411841
457967
623019
621756
552054
524920
623565
622597
545411
468858
525318
516995
523587
546697
543382
451699
356729
456302
457976
468814
535522
376345
472070
521424
402512
529769
541092
469151
401606
621492
541777
521015
436539
490710
524033
474150
483515
478678
518116
356743
451986
516240
356351
558815
488988
498005
405743
514903
431067
558839
428455
519923
356551
540820
552343
376342
469585
356684
514952
540842
356702
405448
372655
454165
532783
492482
542700
405287
457959
451849
558830
519936
524265
456328
400142
452013
376779
511043
623668
426022
515494
524747
533749
516834
535122
452542
543377
521899
436745
451848
442352
452034
481747
515706
457958
525628
524203
621443
559998
438857
480273
356368
524217
431307
441770
544168
402595
540836
515501
356562
486142
356581
621786
545203
354030
519937
457963
356764
406770
538429
377663
621226
474134
546706
552576
622208
450436
456314
457956
451186
553019
429771
519934
522218
414709
519925
621485
450950
548622
457955
512429
449163
544569
540806
480089
376349
434499
555005
543381
498695
474135
524189
518154
414915
622637
545745
416217
513275
443557
453971
370286
356563
492271
539228
379269
456322
457957
522225
478448
356388
403392
540894
520019
474609
405413
414000
524805
470572
621785
543371
496613
520152
470455
469586
523649
547186
510805
545402
436160
623058
553022
547172
462263
514023
490725
558936
533786
356752
543766
358403
486796
535590
356722
546600
439226
437723
493897
489505
490711
497874
436748
559876
411777
429769
622656
621799
451185
552335
439137
552117
515487
625965
621660
552156
517654
406746
376343
557914
527346
402856
546678
470881
461954
451161
552096
498636
447564
376348
490726
454132
515687
493825
519935
490117
410641
454168
621558
356652
524263
456326
544228
410039
622576
470941
425883
356518
545840
356051
548891
545647
490709
553013
405760
622393
559536
601382
489788
512669
453997
439188
622155
545787
622153
356685
622273
524321
521069
376352
356656
514910
515520
625026
379274
496604
356714
356964
490708
404644
456303
462239
513283
462437
528643
402555
513379
457953
422149
559540
622252
552082
516464
408002
624485
409679
540853
518826
409915
554392
456321
438437
356451
540660
544434
454185
552515
405759
622942
514738
376344
533491
431947
470942
456188
455627
544939
409670
559750
622575
523980
467008
512754
447283
553018
545478
489592
438854
402944
469380
544481
536510
434900
439473
543393
532092
456353
625042
403879
519939
439225
514860
371293
525610
514875
358410
462845
546699
515546
437450
625810
481564
356097
559542
517982
455728
354080
